compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,ael_bulk_modulus_reuss
C1W1,aflow:b9936db0261adaed,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1W1_ICSD_185987,221,cP2,356.622
Ir6W2,aflow:e5eb9cc26d8c8d17,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ir3W1_ICSD_641166,194,hP8,356.705
C1W1,aflow:870b2f189ea048d2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1W1_ICSD_167896,225,cF8,357.694
Ir6W2,aflow:443c51ce9eb735e2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ir3W1_ICSD_104598,194,hP8,358.465
N3Re3,aflow:196b54cc0f8b7688,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N1Re1_ICSD_187711,221,cP6,361.169
C1W1,aflow:3f3f90aa4d09e98b,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/CW_pv/201,225,cF8,364.075
Re2,aflow:bdefedddc5e4e127,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Re1_ICSD_109248,194,hP2,370.642
B1C2N1,aflow:c0e7523ff8d34297,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B1C2N1_ICSD_93041,25,oP4,371.902
B2N2,aflow:56d00a95d21b5c3a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1N1_ICSD_162873,186,hP4,372.249
B1N1,aflow:fd5539a4f79db51c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B1N1_ICSD_162874,216,cF8,372.389
N4Re2,aflow:a99cce5f14f9a433,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/N2Re1_ICSD_187442,127,tP6,373.795
B2C4N2,aflow:9e325d34d65bd890,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B1C2N1_ICSD_93040,17,oP8,374.56
N1Re3,aflow:f2647fd7e3481cc1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Re3_ICSD_169881,187,hP4,375.489
C1W1,aflow:feb595dc9ca641a2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1W1_ICSD_15406,187,hP2,375.704
N2Re2,aflow:24a48e16f3e57dff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Re1_ICSD_181300,194,hP4,375.94
N2Re4,aflow:2c18088646d443e6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Re2_ICSD_169886,194,hP6,376.377
B1C5,aflow:f759c5600121a9e9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/B1C5_ICSD_166554,44,oI12,376.797
C1N2,aflow:6852d98ddee59417,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/C1N2_ICSD_247678,119,tI6,379.13
C6N8,aflow:f4d465047b69c5b6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C3N4_ICSD_151782,227,cF56,381.561
C1W1,aflow:20effcf448e357df,aflowlib.duke.edu:AFLOWDATA/LIB2_RAW/CW_pv/116,187,hP2,382.745
C1Os1,aflow:96b67afd12279575,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Os1_ICSD_185989,221,cP2,384.283
B1C7,aflow:4d13f06b9fe563ef,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B1C7_ICSD_181955,25,oP8,384.725
C8,aflow:c969067f8a3bbde9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/C1_ICSD_88818,206,cI16,386.982
B1C7,aflow:95bd1aac30ec7a47,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B1C7_ICSD_181954,215,cP8,388.344
C3N4,aflow:02e917f98e603284,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C3N4_ICSD_246659,215,cP7,388.65
C1Re1,aflow:681ae019bae67176,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Re1_ICSD_185988,221,cP2,388.95
C2Re4,aflow:fe06cb46a897aa57,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Re2_ICSD_180376,194,hP6,389.098
B1C7,aflow:0401731cb29df494,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/B1C7_ICSD_181952,115,tP8,391.841
C4N8,aflow:bd7933c86d9b4a6c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/C1N2_ICSD_247677,122,tI24,392.962
C16,aflow:d8e58d3bd84cf982,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/C1_ICSD_182269,62,oP16,400.015
C8,aflow:a59baaad49eb5ab9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1_ICSD_182760,12,mS16,401.255
C1Re1,aflow:34fe14c5db42eac5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Re1_ICSD_169402,187,hP2,401.366
C4,aflow:b2688e84030188b8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/C1_ICSD_182761,139,tI8,401.545
C11N4,aflow:626dac5fa5d5347b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/C11N4_ICSD_184896,111,tP15,401.737
Os2,aflow:cd7a9aa6417fb341,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Os1_ICSD_169092,194,hP2,406.795
C6N8,aflow:864f8f611afe1bf6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C3N4_ICSD_151781,176,hP14,407.095
C8,aflow:bdc82cca41c811c6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/C1_ICSD_186577,65,oS16,415.432
C4,aflow:440c4eee274b61b6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1_ICSD_88822,194,hP4,429.104
C2,aflow:3ab7e139e1c29c9f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1_ICSD_182729,227,cF8,433.989
C16,aflow:c9d6a8b917d502f0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1_ICSD_66468,194,hP16,434.903
C12,aflow:bd79f9fa8154aa95,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1_ICSD_66467,194,hP12,435.023
C8,aflow:c42dc8ec018245e5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1_ICSD_66466,194,hP8,435.259
C6N8,aflow:14eee23a55699d4a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/C3N4_ICSD_83263,220,cI28,438.611
Bi4,aflow:fadf792d7b321127,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Bi1_ICSD_51674,140,tI8,584.533
